Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
16993,75,2,4,2,2,2.0,0.0,6,6,6.0,0.0,213333.3333,53333.33333,25.0,2.645751311,27,22,48,48.0,0.0,48,48,49,49.0,0.0,49,49,48,40,26666.66667,26666.66667,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,151723,2,62,31,31,31.0,0.0,85,85,85.0,0.0,1529.102377,26.36383409,50574.33333,87556.61485,151676,0,0,0.0,0.0,0,0,47,47.0,0.0,47,47,64,40,13.18191705,13.18191705,31,85,52.6,29.57701811,874.8,0,0,0,65.75,62,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,3473366,5,123,46,0,24.6,23.27659769,46,46,46.0,0.0,48.65597233,1.72743097,694673.2,1532140.089,3435307,43,3473366,868341.5,1711393.446,3435307,66,0,0.0,0.0,0,0,160,32,1.439525809,0.287905162,0,46,30.71428571,21.68497395,470.2380952,0,0,1,35.83333333,123,338,357,2,32,0.0,0,0,0.0,0,0,Normal Traffic
53,72780,1,57,57,57,57.0,0.0,124,124,124.0,0.0,2486.9469634515,27.4800769442,72780.0,0.0,72780,72780,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,13.7400384721,13.7400384721,57,124,79.3333333333,38.6824680357,1496.3333333333,0,0,0,119.0,57,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,221,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9049.773756,221.0,0.0,221,221,221,221.0,0.0,221,221,0,0.0,0.0,0,0,64,0,9049.773756,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1324,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
19376,2982,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,16431.92488,1341.381623,994.0,1556.800886,2791,54,2982,1491.0,1838.477631,2791,191,0,0.0,0.0,0,0,60,20,1006.036217,335.3454058,6,31,11.0,11.18033989,125.0,0,0,1,13.75,43,1013,0,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,62013,2,72,36,36,36.0,0.0,95,95,95.0,0.0,4224.920581,64.50260429,20671.0,35797.16007,62006,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,40,32.25130215,32.25130215,36,95,59.6,32.31563089,1044.3,0,0,0,74.5,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
123,37625,1,48,48,48,48.0,0.0,48,48,48.0,0.0,2551.495017,53.15614618,37625.0,0.0,37625,37625,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,26.57807309,26.57807309,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23584,2,60,30,30,30.0,0.0,97,97,97.0,0.0,10770.013568521,169.6065128901,7861.3333333333,13571.2132594449,23532,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,64,40,84.803256445,84.803256445,30,97,56.8,36.6974113528,1346.7,0,0,0,71.0,60,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,180079,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11.10623671,180079.0,0.0,180079,180079,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,5.553118354,5.553118354,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1246,174,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,1144,2,64,32,32,32.0,0.0,94,94,94.0,0.0,220279.7203,3496.503497,381.3333333,657.8923418,1141,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,80,64,1748.251748,1748.251748,32,94,56.8,33.95879857,1153.2,0,0,0,71.0,64,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
53,23849,1,42,42,42,42.0,0.0,104,104,104.0,0.0,6121.849973,83.86095853,23849.0,0.0,23849,23849,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,41.93047927,41.93047927,42,104,62.66666667,35.79571669,1281.333333,0,0,0,94.0,42,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,115881809,16,543,459,0,33.9375,113.3598804692,301,0,21.9285714286,80.3381931258,7.3350598108,0.2588844639,3995924.44827586,4880552.89795712,10000656,4,115881809,7725453.93333333,4122775.27646578,10015670,535,110184156,8475704.30769231,3758094.18076788,10015686,4,332,424,0.1380717141,0.1208127498,0,459,27.4193548387,96.3527457466,9283.8516129032,0,1,0,28.3333333333,543,8192,60,15,20,27262.3636363636,148985,14980,9989486.27272727,10000656,9882667,Normal Traffic
53,412755,4,136,34,34,34.0,0.0,85,85,85.0,0.0,741.3598866,14.53646837,82551.0,167310.3384,380825,3,31927,10642.33333,18396.69778,31885,3,3,3.0,0.0,3,3,80,40,9.69097891,4.845489455,34,85,48.57142857,24.88545186,619.2857143,0,0,0,56.66666667,136,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,170,2,90,45,45,45.0,0.0,109,109,109.0,0.0,1811764.70588235,23529.4117647059,56.6666666667,92.9533933395,164,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,11764.7058823529,11764.7058823529,45,109,70.6,35.0542436803,1228.8,0,0,0,88.25,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,6036050,8,384,203,0,48.0,75.36387918,1460,0,921.4,729.197367,826.8652513,2.153726361,503004.1667,1630454.523,5677309,1,6036050,862292.8571,2124976.588,5677309,1,110223,27555.75,31772.48086,58254,48,172,112,1.325370068,0.828356293,0,1460,356.5,598.119071,357746.4231,0,1,0,383.9230769,384,8192,38,7,20,358740.0,358740,358740,5677309.0,5677309,5677309,Normal Traffic
443,649919,11,1626,1381,0,147.8181818182,411.4879872321,1989,0,717.5714285714,872.1822930907,10230.5056476269,27.69575901,38230.5294117647,88451.6597032792,288523,4,649919,64991.9,109637.873095883,288523,48,365341,60890.1666666667,128227.536066816,320872,4,364,232,16.9251860616,10.7705729483,0,1989,349.9473684211,657.2395532904,431963.830409357,0,1,0,369.3888888889,1626,65535,65,5,32,0.0,0,0,0.0,0,0,Normal Traffic
53,207280,4,124,31,31,31.0,0.0,80,80,80.0,0.0,1370.1273639522,28.9463527596,41456.0,57264.0019471221,114341,3,92936,30978.6666666667,53650.5624419105,92929,3,3,3.0,0.0,3,3,104,40,19.2975685064,9.6487842532,31,80,45.0,23.9095517872,571.6666666667,0,0,0,52.5,124,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,37891,2,56,28,28,28.0,0.0,96,96,96.0,0.0,6545.0898630282,105.5659655327,12630.3333333333,21870.3168777531,37884,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,64,52.7829827664,52.7829827664,28,96,55.2,37.2451339104,1387.2,0,0,0,69.0,56,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,80736926,2,150,95,55,75.0,28.28427125,183,177,180.0,4.242640687,6.316812211,0.049543625,26900000.0,46600000.0,80700000,943,80700000,80700000.0,0.0,80700000,80700000,80700000,80700000.0,0.0,80700000,80700000,64,64,0.024771813,0.024771813,55,183,113.0,63.34035049,4012.0,0,0,0,141.25,150,-1,-1,1,32,30632.0,30632,30632,80700000.0,80700000,80700000,Normal Traffic
443,384131,19,871,389,0,45.84210526,105.6873077,2896,0,1345.895833,476.8595065,170447.061,174.4196641,5820.166667,16763.13616,92540,1,384131,21340.61111,27636.52014,92540,1,224417,4774.829787,17557.06967,111475,48,620,1544,49.46229281,124.9573713,0,2896,962.8529412,721.0649724,519934.6945,0,1,0,977.2238806,871,65535,122,6,32,0.0,0,0,0.0,0,0,Normal Traffic
80,49010576,8,1309,1273,0,163.625,448.2601086423,465,0,62.625,162.5976080478,36.930804486,0.3264601502,3267371.73333333,4502665.69320009,10012905,47,43069512,6152787.42857143,4912025.43548069,10027918,15341,48995129,6999304.14285714,4130037.13230383,10028095,48682,180,172,0.1632300751,0.1632300751,0,1273,106.4705882353,320.592638259,102779.639705882,0,1,0,113.125,1309,29200,32,7,20,764155.25,3011261,15013,10003222.75,10012905,9998509,Normal Traffic
53,516,1,51,51,51,51.0,0.0,111,111,111.0,0.0,313953.4884,3875.968992,516.0,0.0,516,516,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,40,1937.984496,1937.984496,51,111,71.0,34.64101615,1200.0,0,0,0,106.5,51,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,69499572,4,116,29,29,29.0,0.0,253,191,222.0,35.79571669,14.44613213,0.115108623,9928510.286,26200000.0,69400000,3,69400000,23100000.0,40100000.0,69400000,3,69500000,23200000.0,40100000.0,69500000,3,104,104,0.057554311,0.057554311,29,253,114.7777778,104.0550068,10827.44444,0,0,0,129.125,116,-1,-1,3,20,31291.0,31291,31291,69400000.0,69400000,69400000,Normal Traffic
40722,3,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,390,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,31695,2,72,36,36,36.0,0.0,100,100,100.0,0.0,8581.7952358416,126.2028711153,10565.0,18295.6527076789,31691,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,64,64,63.1014355577,63.1014355577,36,100,61.6,35.0542436803,1228.8,0,0,0,77.0,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5716949,9,351,194,0,39.0,71.40028011,1448,0,655.3333333,679.0636691,749.1758279,2.623777123,408353.5,1475010.042,5532747,3,5716949,714618.625,1946926.489,5532747,3,146900,29380.0,36943.04107,86089,48,296,200,1.574266274,1.049510849,0,1448,267.6875,502.6844894,252691.6958,0,1,0,285.5333333,351,29200,939,3,32,184199.0,184199,184199,5532747.0,5532747,5532747,Normal Traffic
80,5554237,3,12,6,0,4.0,3.464101615,0,0,0.0,0.0,2.160512776,0.720170925,1851412.333,2984725.972,5294621,98,5554237,2777118.5,3560286.179,5294621,259616,0,0.0,0.0,0,0,72,32,0.540128194,0.180042731,0,6,2.4,3.286335345,10.8,0,1,0,3.0,12,8192,29200,2,20,0.0,0,0,0.0,0,0,Normal Traffic
443,373692,6,482,322,0,80.3333333333,133.203103067,485,0,92.0,179.6839818496,3013.1766267407,34.7880072359,31141.0,33969.0545777932,88617,3,320830,64166.0,17521.3405166386,88732,51062,322720,53786.6666666667,68708.7210408305,166146,3,204,232,16.0560033396,18.7320038963,0,485,80.4285714286,149.3162437893,22295.3406593407,0,1,0,86.6153846154,482,65535,114,3,32,0.0,0,0,0.0,0,0,Normal Traffic
53,198,2,140,70,70,70.0,0.0,166,166,166.0,0.0,2383838.384,20202.0202,66.0,109.1192009,192,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,10101.0101,10101.0101,70,166,108.4,52.58136552,2764.8,0,0,0,135.5,140,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,207546,8,2069,1125,0,258.625,371.9446723,1460,0,569.8571429,650.5503897,29188.70997,72.27313463,14824.71429,23710.13539,52419,4,157587,22512.42857,27317.85818,52607,32,157415,26235.83333,28671.61129,53222,4,172,152,38.5456718,33.72746283,0,1460,378.625,517.8313593,268149.3167,0,1,0,403.8666667,2069,8192,7457,7,20,0.0,0,0,0.0,0,0,Normal Traffic
56120,29,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,34482.75862,34482.75862,0,0,0.0,0.0,0.0,0,0,1,0.0,0,357,501,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,49294,4,172,43,43,43.0,0.0,71,71,71.0,0.0,6369.943604,121.7186676,9858.8,15015.24388,33988,3,33995,11331.66667,19620.96023,33988,3,47,47.0,0.0,47,47,80,64,81.14577839,40.5728892,43,71,51.0,13.66260102,186.6666667,0,0,0,59.5,172,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,6002342,5,123,46,0,24.6,23.27659769,46,46,46.0,0.0,28.15567657,0.999609819,1200468.4,2630957.312,5906755,3,6002342,1500585.5,2937635.566,5906755,3,0,0.0,0.0,0,0,100,20,0.833008182,0.166601636,0,46,30.71428571,21.68497395,470.2380952,0,0,1,35.83333333,123,256,118,2,20,77898.0,77898,77898,5906755.0,5906755,5906755,Normal Traffic
53,212,2,70,35,35,35.0,0.0,132,132,132.0,0.0,1575471.69811321,18867.9245283019,70.6666666667,82.6579296458,162,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,64,64,9433.962264151,9433.962264151,35,132,73.8,53.129088078,2822.7,0,0,0,92.25,70,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,61463487,17,712,405,0,41.88235294,106.9000014,1448,0,401.1428571,587.0411933,102.9554343,0.504364486,2048782.9,4028061.122,10000000,5,61500000,3841467.937,4960430.917,10100000,168,61400000,4721134.769,5128729.337,10100000,29,552,456,0.276586976,0.22777751,0,1448,197.75,428.5814561,183682.0645,0,1,0,204.1290323,712,29200,114,3,32,278094.0,1229797,87624,9965788.0,10000000,9696799,Normal Traffic
13456,49,2,4,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,1,0,3.0,4,1024,-1,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,48265,2,86,43,43,43.0,0.0,97,97,97.0,0.0,5801.305294,82.87578991,16088.33333,27859.74857,48258,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,41.43789495,41.43789495,43,97,64.6,29.57701811,874.8,0,0,0,80.75,86,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30834,1,52,52,52,52.0,0.0,106,106,106.0,0.0,5124.213531,64.86346241,30834.0,0.0,30834,30834,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.43173121,32.43173121,52,106,70.0,31.17691454,972.0,0,0,0,105.0,52,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53571,18784,2,12,6,6,6.0,0.0,0,0,0.0,0.0,638.8415672913,106.4735945486,18784.0,0.0,18784,18784,18784,18784.0,0.0,18784,18784,0,0.0,0.0,0,0,40,0,106.4735945486,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,360,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23207,1,50,50,50,50.0,0.0,66,66,66.0,0.0,4998.491834,86.1808937,23207.0,0.0,23207,23207,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,43.09044685,43.09044685,50,66,55.33333333,9.237604307,85.33333333,0,0,0,83.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,60753,1,50,50,50,50.0,0.0,66,66,66.0,0.0,1909.370731,32.92018501,60753.0,0.0,60753,60753,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,16.46009251,16.46009251,50,66,55.33333333,9.237604307,85.33333333,0,0,0,83.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,169,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11834.31953,169.0,0.0,169,169,169,169.0,0.0,169,169,0,0.0,0.0,0,0,64,0,11834.31953,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,30330,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,358,2,90,45,45,45.0,0.0,82,82,82.0,0.0,709497.2067,11173.18436,119.3333333,101.6480857,191,3,3,3.0,0.0,3,3,191,191.0,0.0,191,191,40,40,5586.592179,5586.592179,45,82,59.8,20.26573463,410.7,0,0,0,74.75,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
34186,13808,3,31,31,0,10.33333333,17.89785834,0,0,0.0,0.0,2245.075319,217.2653534,6904.0,9758.07358,13804,4,13808,6904.0,9758.07358,13804,4,0,0.0,0.0,0,0,96,0,217.2653534,0.0,0,31,7.75,15.5,240.25,0,0,1,10.33333333,31,1006,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,2851436,2,88,45,43,44.0,1.414213562,389,61,225.0,231.9310242,188.6768632,1.402801957,950478.6667,891245.1674,1768046,395,2851041,2851041.0,0.0,2851041,2851041,1083390,1083390.0,0.0,1083390,1083390,40,40,0.701400978,0.701400978,43,389,116.2,152.6866071,23313.2,0,0,0,145.25,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,155,2,76,38,38,38.0,0.0,90,90,90.0,0.0,1651612.903,25806.45161,51.66666667,83.4286122,148,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,64,12903.22581,12903.22581,38,90,58.8,28.48157299,811.2,0,0,0,73.5,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,224,2,74,37,37,37.0,0.0,102,102,102.0,0.0,1241071.429,17857.14286,74.66666667,88.08140174,173,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,40,40,8928.571429,8928.571429,37,102,63.0,35.60196624,1267.5,0,0,0,78.75,74,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,39381,4,136,34,34,34.0,0.0,50,50,50.0,0.0,8532.033214,203.143648,5625.857143,14728.60915,39027,1,39195,13065.0,22624.91372,39190,1,39265,13088.33333,22585.65386,39168,48,80,80,101.571824,101.571824,34,50,41.11111111,8.432740427,71.11111111,0,0,0,46.25,136,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5029833,8,375,194,0,46.875,72.7411015667,1460,0,712.8333333333,707.5157713201,924.8816014369,2.7833926097,386910.230769231,1348670.23264548,4875256,1,5029833,718547.571428571,1833091.4016774,4875256,3,83631,16726.2,23414.7365498739,54861,49,172,132,1.5905100627,1.192882547,0,1460,310.1333333333,545.3411601487,297396.980952381,0,1,0,332.2857142857,375,8192,946,7,20,0.0,0,0,0.0,0,0,Normal Traffic
56660,217,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9216.589862,217.0,0.0,217,217,217,217.0,0.0,217,217,0,0.0,0.0,0,0,40,0,9216.589862,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,5114,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,7886204,298,4512,662,0,15.1409396,87.37862347,4191,0,1346.214953,598.5303708,73633.90549,92.05950036,10877.52276,185197.2958,4958412,-1,2927792,9857.885522,32579.55672,154531,1,7749892,18149.62998,243338.6517,5000753,1,9544,13704,37.78750841,54.27199195,0,4191,798.7510316,802.147256,643440.2203,0,1,0,799.8512397,4512,29200,8652,10,32,0.0,0,0,0.0,0,0,Normal Traffic
56504,25326,2,280,274,6,140.0,189.5046174,6,6,6.0,0.0,11292.74264,118.4553423,12663.0,17819.09089,25263,63,25326,25326.0,0.0,25326,25326,0,0.0,0.0,0,0,40,20,78.97022822,39.48511411,6,274,140.0,154.7298721,23941.33333,0,0,1,186.6666667,280,60,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5607709,3,12,6,0,4.0,3.464101615,0,0,0.0,0.0,2.139911326,0.713303775,1869236.333,3207644.272,5573051,24,5607709,2803854.5,3916235.247,5573051,34658,0,0.0,0.0,0,0,72,28,0.534977831,0.178325944,0,6,2.4,3.286335345,10.8,0,1,0,3.0,12,8192,4380,2,20,0.0,0,0,0.0,0,0,Normal Traffic
80,127,2,12,6,6,6.0,0.0,0,0,0.0,0.0,94488.188976378,15748.031496063,127.0,0.0,127,127,127,127.0,0.0,127,127,0,0.0,0.0,0,0,40,0,15748.031496063,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,256,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5833820,8,698,517,0,87.25,178.6335034965,1460,0,602.6,709.1556951756,636.1183581256,2.2283855176,486151.666666667,1600260.38474938,5564822,3,5833820,833402.857142857,2087765.01318072,5564822,3,54561,13640.25,14901.4329819876,28640,235,172,112,1.3713141646,0.8570713529,0,1460,265.0714285714,490.5123638818,240602.379120879,0,1,0,285.4615384615,698,8192,60,7,20,268995.0,268995,268995,5564822.0,5564822,5564822,Normal Traffic
53663,86,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,11627.90698,11627.90698,0,0,0.0,0.0,0.0,0,0,1,0.0,0,5840,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,691279,6,1593,797,0,265.5,411.3109529,697,0,232.3333333,402.4131376,3312.700082,13.0193453,86409.875,168892.0795,501015,381,691279,138255.8,204145.5271,501015,14622,89658,44829.0,9548.769973,51581,38077,204,104,8.679563534,4.339781767,0,797,229.0,369.718211,136691.5556,0,1,0,254.4444444,1593,65535,344,2,32,0.0,0,0,0.0,0,0,Normal Traffic
