Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
53,31216,2,90,45,45,45.0,0.0,45,45,45.0,0.0,5766.273706,128.1394157,10405.33333,17940.2936,31121,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,40,40,64.06970784,64.06970784,45,45,45.0,0.0,0.0,0,0,0,56.25,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
1185,1,2,4,2,2,2.0,0.0,0,0,0.0,0.0,4000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,48,0,2000000.0,0.0,2,2,2.0,0.0,0.0,0,1,0,3.0,4,1024,-1,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,31254,2,86,43,43,43.0,0.0,97,97,97.0,0.0,8958.853267,127.9836181,10418.0,18001.21874,31204,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,40,40,63.99180905,63.99180905,43,97,64.6,29.57701811,874.8,0,0,0,80.75,86,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,92190,1,41,41,41,41.0,0.0,177,177,177.0,0.0,2364.681636,21.69432693,92190.0,0.0,92190,92190,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,10.84716347,10.84716347,41,177,86.33333333,78.51963661,6165.333333,0,0,0,129.5,41,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,48844,2,88,44,44,44.0,0.0,99,99,99.0,0.0,5855.3763,81.89337483,16281.33333,28030.51318,48648,4,4,4.0,0.0,4,4,192,192.0,0.0,192,192,40,40,40.94668741,40.94668741,44,99,66.0,30.12474066,907.5,0,0,0,82.5,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,161,2,70,35,35,35.0,0.0,65,65,65.0,0.0,1242236.02484472,24844.7204968944,53.6666666667,87.7572409168,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,12422.3602484472,12422.3602484472,35,65,47.0,16.4316767252,270.0,0,0,0,58.75,70,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
616,38,1,2,2,2,2.0,0.0,6,6,6.0,0.0,210526.3158,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,26315.78947,26315.78947,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,211966,4,120,30,30,30.0,0.0,132,132,132.0,0.0,1811.6112961513,28.3064265024,42393.2,78854.9689030438,181462,3,30500,10166.6666666667,17603.9870578609,30494,3,4,4.0,0.0,4,4,80,40,18.8709510016,9.4354755008,30,132,59.1428571429,49.7709037204,2477.1428571429,0,0,0,69.0,120,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,690,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2898.550725,690.0,0.0,690,690,690,690.0,0.0,690,690,0,0.0,0.0,0,0,64,0,2898.550725,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,997,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
123,67036624,2,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8641060445,0.0596688759,22345541.3333333,38640073.4941326,66963255,36646,66999978,66999978.0,0.0,66999978,66999978,66999901,66999901.0,0.0,66999901,66999901,40,40,0.029834438,0.029834438,48,48,48.0,0.0,0.0,0,0,0,60.0,96,-1,-1,1,20,36723.0,36723,36723,66963255.0,66963255,66963255,Normal Traffic
53,6150373,2,94,48,46,47.0,1.414213562,129,62,95.5,47.37615434,46.33865296,0.650367059,2050124.333,3503920.486,6096101,23478,6126895,6126895.0,0.0,6126895,6126895,6119579,6119579.0,0.0,6119579,6119579,64,52,0.32518353,0.32518353,46,129,66.2,35.73793503,1277.2,0,0,0,82.75,94,-1,-1,1,32,30794.0,30794,30794,6096101.0,6096101,6096101,Normal Traffic
80,84951109,6,338,320,0,56.33333333,129.2031991,4344,0,1656.428571,1760.597234,140.4690314,0.153029197,7079259.083,24500000.0,84800000,15,84800000,17000000.0,37900000.0,84800000,2029,85000000,14200000.0,34600000.0,84800000,15,164,232,0.07062886,0.082400337,0,4344,852.7857143,1460.390895,2132741.566,1,0,0,918.3846154,338,0,235,3,20,11999.0,11999,11999,84800000.0,84800000,84800000,DoS
53,31229,2,74,37,37,37.0,0.0,119,119,119.0,0.0,9990.71376,128.0860738,10409.66667,18026.60748,31225,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,64,64,64.04303692,64.04303692,37,119,69.8,44.91324972,2017.2,0,0,0,87.25,74,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,4709464,2,98,56,42,49.0,9.899494937,124,117,120.5,4.949747468,71.98271396,0.849353557,1569821.333,2615363.059,4589500,24212,4685252,4685252.0,0.0,4685252,4685252,4613712,4613712.0,0.0,4613712,4613712,64,52,0.424676779,0.424676779,42,124,76.2,40.91698914,1674.2,0,0,0,95.25,98,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
54834,504,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3968.253968,504.0,0.0,504,504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1984.126984,1984.126984,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,10330806,10,657,308,0,65.7,112.0079858,2896,0,591.4444444,978.7397651,578.8512532,1.8391595,573933.6667,2352332.386,9998775,1,10300000,1147685.0,3319377.36,9998775,204,10300000,1288364.875,3520806.437,10000000,1,328,296,0.967978684,0.871180816,0,2896,299.0,695.0868178,483145.6842,0,1,0,314.7368421,657,29200,70,3,32,330390.0,330390,330390,9998775.0,9998775,9998775,Normal Traffic
80,115818403,16,454,454,0,28.375,113.5,2173,0,155.2142857,580.7586787,22.68206029,0.259026193,3993738.034,4881261.669,10000000,4,116000000,7721226.867,4167930.236,10100000,174,111000000,8505469.0,3766187.526,10100000,1876,520,456,0.138147303,0.12087889,0,2173,84.74193548,396.0398943,156847.5978,0,1,0,87.56666667,454,29200,340,1,32,40462.63636,76358,36682,10000000.0,10000000,9996247,Normal Traffic
35211,36203,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,138.1101014,9050.75,18064.84812,36148,1,36203,36203.0,0.0,36203,36203,4,2.0,1.414213562,3,1,64,60,55.24404055,82.86606082,0,0,0.0,0.0,0.0,0,0,1,0.0,0,290,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,218,2,82,41,41,41.0,0.0,127,127,127.0,0.0,1541284.404,18348.62385,72.66666667,120.6662063,212,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,9174.311927,9174.311927,41,127,75.4,47.10413995,2218.8,0,0,0,94.25,82,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
27356,14,1,2,2,2,2.0,0.0,6,6,6.0,0.0,571428.5714,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,71428.57143,71428.57143,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
443,115673836,29,1207,403,0,41.6206896552,100.4085987329,2920,0,722.4516129032,786.8596587579,204.0478712922,0.5186998381,1960573.49152542,3934517.33996402,10016325,1,115673836,4131208.42857143,4906335.33274248,10031371,48,110718884,3690629.46666667,4899029.78279108,10031390,1,592,764,0.2507049217,0.2679949163,0,2920,386.9344262295,657.7003590504,432569.762295082,0,1,0,393.3833333333,1207,8192,32,28,20,64913.8181818182,563163,14973,10000444.2727273,10016325,9951603,Normal Traffic
45782,75,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,37.5,16.26345597,49,26,0,0.0,0.0,0,0,49,49.0,0.0,49,49,32,64,13333.33333,26666.66667,0,0,0.0,0.0,0.0,0,0,1,0.0,0,243,290,0,32,0.0,0,0,0.0,0,0,Normal Traffic
57628,15391,6,466,318,6,77.6666666667,119.4548729298,6,6,6.0,0.0,30667.2730816711,454.8112533299,2565.1666666667,5177.3341177354,12949,1,15391,3078.2,5617.481793473,12949,1,0,0.0,0.0,0,0,120,20,389.8382171399,64.97303619,6,318,98.75,136.6369015206,18669.6428571429,0,0,1,112.8571428571,466,343,0,5,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30791,1,55,55,55,55.0,0.0,183,183,183.0,0.0,7729.531357,64.95404501,30791.0,0.0,30791,30791,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.47702251,32.47702251,55,183,97.66666667,73.90083446,5461.333333,0,0,0,146.5,55,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,181,2,100,50,50,50.0,0.0,78,78,78.0,0.0,1414364.641,22099.44751,60.33333333,65.03332479,131,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,64,64,11049.72376,11049.72376,50,78,61.2,15.33623161,235.2,0,0,0,76.5,100,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,40991218,14,2812,1145,0,200.8571429,400.9499983,181,0,99.27272727,93.91282224,95.23991212,0.609886732,1707967.417,3713191.42,9997672,17,41000000,3153170.615,4663328.543,10000000,2159,31400000,3136221.0,4715777.431,10000000,2170,328,268,0.34153657,0.268350162,0,1145,150.1538462,301.0052082,90604.13538,0,1,0,156.16,2812,8192,136,10,20,417253.5,1516371,50857,9830551.0,9997672,9578089,Normal Traffic
80,99014685,9,325,325,0,36.11111111,108.3333333,4344,0,1932.5,1754.831473,120.3861831,0.15149268,7072477.5,26400000.0,98900000,0,98900000,12400000.0,35000000.0,98900000,0,147404,29480.8,59816.2529,136149,18,296,200,0.090895608,0.060597072,0,4344,745.0,1391.156114,1935315.333,0,0,1,794.6666667,325,251,235,1,32,993.0,993,993,98900000.0,98900000,98900000,DoS
53,578,1,43,43,43,43.0,0.0,102,102,102.0,0.0,250865.051903114,3460.2076124568,578.0,0.0,578,578,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1730.1038062284,1730.1038062284,43,102,62.6666666667,34.0636658822,1160.3333333333,0,0,0,94.0,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,178,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11235.95506,178.0,0.0,178,178,178,178.0,0.0,178,178,0,0.0,0.0,0,0,64,0,11235.95506,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,264,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
8899,86,1,2,2,2,2.0,0.0,6,6,6.0,0.0,93023.25581,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,11627.90698,11627.90698,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
80,53276,5,1060,1060,0,212.0,474.04641123,124,0,41.3333333333,71.5914333795,22223.8906824837,150.1614235303,7610.8571428572,10851.6250768963,23504,82,53276,13319.0,12313.519588918,24497,762,29290,14645.0,19422.8090656321,28379,911,172,104,93.8508897064,56.3105338239,0,1060,131.5555555556,350.5734983962,122901.777777778,0,1,0,148.0,1060,65535,972,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,34579902,2,95,53,42,47.5,7.778174593,113,99,106.0,9.899494937,8.877989301,0.115674128,11500000.0,19900000.0,34500000,552,34500000,34500000.0,0.0,34500000,34500000,34600000,34600000.0,0.0,34600000,34600000,52,64,0.057837064,0.057837064,42,113,72.0,31.74901573,1008.0,0,0,0,90.0,95,-1,-1,1,20,552.0,552,552,34500000.0,34500000,34500000,Normal Traffic
53,431,1,50,50,50,50.0,0.0,112,112,112.0,0.0,375870.069605568,4640.3712296984,431.0,0.0,431,431,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2320.1856148492,2320.1856148492,50,112,70.6666666667,35.7957166898,1281.3333333333,0,0,0,106.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,5471466,35,342,342,0,9.771428571,57.80855102,4344,0,1505.4375,870.2320284,13269.38703,15.16960902,66725.19512,508647.2945,4606343,1,865123,25444.79412,49792.22771,181688,1,5358246,114005.234,671553.5304,4606416,2,1128,1544,6.396823082,8.772785941,0,4344,864.3214286,992.3947689,984847.3774,0,1,0,874.7349398,342,29200,4722,1,32,0.0,0,0,0.0,0,0,Normal Traffic
57805,586,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5119.4539249147,293.0,84.8528137424,353,233,233,233.0,0.0,233,233,0,0.0,0.0,0,0,64,32,3412.9692832765,1706.4846416382,0,0,0.0,0.0,0.0,0,0,1,0.0,0,57,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
7007,53,1,0,0,0,0.0,0.0,6,6,6.0,0.0,113207.5472,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,18867.92453,18867.92453,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
51717,119,1,6,6,6,6.0,0.0,6,6,6.0,0.0,100840.3361,16806.72269,119.0,0.0,119,119,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,8403.361345,8403.361345,6,6,6.0,0.0,0.0,0,0,1,9.0,6,106,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,98402673,9,365,365,0,40.55555556,121.6666667,5792,0,1932.5,2181.008184,121.5414138,0.152434884,7028762.357,26300000.0,98400000,1,98400000,12300000.0,34800000.0,98400000,1,46385,9277.0,15574.70027,36051,45,296,200,0.09146093,0.060973953,0,5792,747.5,1578.700858,2492296.4,0,0,1,797.3333333,365,251,235,1,32,2016.0,2016,2016,98400000.0,98400000,98400000,DoS
53,37704,1,44,44,44,44.0,0.0,60,60,60.0,0.0,2758.328029,53.04476979,37704.0,0.0,37704,37704,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,26.52238489,26.52238489,44,60,49.33333333,9.237604307,85.33333333,0,0,0,74.0,44,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,218,2,76,38,38,38.0,0.0,77,77,77.0,0.0,1055045.872,18348.62385,72.66666667,121.5414881,213,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,64,64,9174.311927,9174.311927,38,77,53.6,21.36117974,456.3,0,0,0,67.0,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,267,2,94,47,47,47.0,0.0,103,103,103.0,0.0,1123595.506,14981.27341,89.0,110.5667219,214,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,40,40,7490.636704,7490.636704,47,103,69.4,30.67246322,940.8,0,0,0,86.75,94,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,47898,1,43,43,43,43.0,0.0,88,88,88.0,0.0,2734.978496,41.75539689,47898.0,0.0,47898,47898,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,20.87769844,20.87769844,43,88,58.0,25.98076211,675.0,0,0,0,87.0,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,104618603,27,1169,404,0,43.2962963,100.8882912,4380,0,848.5555556,1136.902179,230.1693897,0.516160591,1973935.906,3933001.721,10000000,8,105000000,4023792.423,4886636.475,10000000,175,104000000,4000546.5,4914488.012,10100000,47,552,672,0.258080296,0.258080296,0,4380,437.8181818,890.4852837,792964.0404,0,1,0,445.9259259,1169,8192,1013,26,20,405004.6,3698719,38621,9996414.2,10000000,9970215,Normal Traffic
443,5831103,7,635,517,0,90.71428571,190.7072051,172,0,43.0,86.0,138.3957718,1.886435551,583110.3,1793089.845,5685834,3,5831103,971850.5,2346054.384,5760587,3,110517,36839.0,37408.59718,75110,357,232,136,1.200458987,0.685976564,0,517,67.25,151.0966728,22830.20455,0,1,0,73.36363636,635,29200,61,3,32,145266.0,145266,145266,5685834.0,5685834,5685834,Normal Traffic
80,1429254,3,26,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,8135.013091,6.296991298,178656.75,503751.9826,1425377,7,3483,1741.5,1840.598951,3043,440,1429111,285822.2,637032.1127,1425377,7,72,132,2.098997099,4.197994198,0,5840,1162.7,1911.59573,3654198.233,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,1829493,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6358.592244,4.919395701,228686.625,646541.8471,1828796,3,582,291.0,407.293506,579,3,1829446,365889.2,817789.7988,1828796,3,72,132,1.639798567,3.279597134,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,23997,2,62,31,31,31.0,0.0,47,47,47.0,0.0,6500.812602,166.6875026,7999.0,13848.61224,23990,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,83.3437513,83.3437513,31,47,37.4,8.76356092,76.8,0,0,0,46.75,62,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,370509,2,70,35,35,35.0,0.0,115,115,115.0,0.0,809.6969304,10.79595907,123503.0,213906.5427,370501,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,5.397979536,5.397979536,35,115,67.0,43.8178046,1920.0,0,0,0,83.75,70,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,205,2,72,36,36,36.0,0.0,68,68,68.0,0.0,1014634.146,19512.19512,68.33333333,75.87050371,152,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,64,64,9756.097561,9756.097561,36,68,48.8,17.52712184,307.2,0,0,0,61.0,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30578,1,50,50,50,50.0,0.0,66,66,66.0,0.0,3793.5770815619,65.4065014062,30578.0,0.0,30578,30578,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.7032507031,32.7032507031,50,66,55.3333333333,9.237604307,85.3333333333,0,0,0,83.0,50,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,271154,10,720,469,0,72.0,147.7084214856,1157,0,259.0,505.5412940601,7431.2014574744,55.3191175494,19368.1428571429,36581.8730917527,87387,1,271154,30128.2222222222,43238.7802723949,88395,1,177875,44468.75,49878.3973905538,87862,4,332,168,36.8794116996,18.4397058498,0,1157,125.9375,300.2364554258,90141.9291666667,0,1,0,134.3333333333,720,65535,114,5,32,0.0,0,0,0.0,0,0,Normal Traffic
57040,1,2,12,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,6139,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,31318,2,64,32,32,32.0,0.0,266,266,266.0,0.0,19030.5894373843,127.722076761,10439.3333333333,18075.3935595697,31311,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,64,63.8610383805,63.8610383805,32,266,125.6,128.1670784562,16426.8,0,0,0,157.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,98334939,6,416,416,0,69.33333333,169.8312888,4344,0,1656.428571,1547.737688,122.1437682,0.132201231,8194578.25,28400000.0,98300000,1,98300000,19700000.0,44000000.0,98300000,1,40669,6778.166667,11797.92481,29150,47,200,232,0.061015953,0.071185278,0,4344,857.9285714,1343.008017,1803670.533,0,0,1,923.9230769,416,251,235,1,32,2.0,2,2,98300000.0,98300000,98300000,DoS
56627,4,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,4969,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,31198,2,70,35,35,35.0,0.0,115,115,115.0,0.0,9616.0010257068,128.2133470094,10399.3333333333,18006.1115272935,31191,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,40,64.1066735047,64.1066735047,35,115,67.0,43.8178046004,1920.0,0,0,0,83.75,70,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,188471,2,64,32,32,32.0,0.0,48,48,48.0,0.0,848.9369717,21.22342429,62823.66667,108770.4835,188421,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,40,40,10.61171215,10.61171215,32,48,38.4,8.76356092,76.8,0,0,0,48.0,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,48237,4,180,45,45,45.0,0.0,61,61,61.0,0.0,6260.754193,124.3858449,9647.4,14172.34458,31390,3,31398,10466.0,18120.71555,31390,4,3,3.0,0.0,3,3,104,64,82.92389659,41.4619483,45,61,49.57142857,7.807200584,60.95238095,0,0,0,57.83333333,180,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23705,2,70,35,35,35.0,0.0,51,51,51.0,0.0,7255.853196,168.740772,7901.666667,13680.02596,23698,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,80,40,84.37038599,84.37038599,35,51,41.4,8.76356092,76.8,0,0,0,51.75,70,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
80,116354461,16,519,435,0,32.4375,107.3604327,363,0,26.35714286,96.90566955,7.631851777,0.25783283,4012222.793,4866414.607,10100000,157,116000000,7756964.067,4087626.326,10100000,31196,111000000,8528011.769,3698050.211,10100000,1261,332,424,0.137510843,0.120321987,0,435,28.64516129,99.34738661,9869.903226,0,1,0,29.6,519,8192,119,15,20,78783.90909,557089,30848,9999783.273,10100000,9900546,Normal Traffic
